symbol,name,Standard_Sector,Sector_Chinese
XRAY,DENTSPLY SIRONA Inc. - Common Stock,Health Care,醫療保健
XRTX,XORTX Therapeutics Inc. - Common Stock,Health Care,醫療保健
XRX,Xerox Holdings Corporation - Common Stock,Information Technology,資訊科技
XTIA,"XTI Aerospace, Inc. Common Stock  - Common Stock",Industrials,工業
XWEL,"XWELL, Inc. - Common Stock",Health Care,醫療保健
XXII,"22nd Century Group, Inc - Common Stock",Consumer Staples,必需消費
YHC,LQR House Inc. - Common Stock,Consumer Staples,必需消費
YHGJ,Yunhong Green CTI Ltd. - Common Stock,Consumer Discretionary,非必需消費
YMAB,"Y-mAbs Therapeutics, Inc. - Common Stock",Health Care,醫療保健
YORW,The York Water Company - Common Stock,Utilities,公用事業
YOSH,Yoshiharu Global Co. - Class A Common Stock,Consumer Discretionary,非必需消費
YYAI,Connexa Sports Technologies Inc. - Common Stock,Consumer Discretionary,非必需消費
ZAZZT,Tick Pilot Test Stock Class A Common Stock,Unclassified,未分類
ZBIO,"Zenas BioPharma, Inc. - Common Stock",Health Care,醫療保健
ZBRA,Zebra Technologies Corporation - Class A Common Stock,Information Technology,資訊科技
ZBZZT,Test Pilot Test Stock Class B Common Stock,,
ZCAR,"Zoomcar Holdings, Inc. - Common Stock",Industrials,工業
ZD,"Ziff Davis, Inc. - Common Stock",Communication Services,通訊服務
ZENA,"ZenaTech, Inc. - Common Stock",Information Technology,資訊科技
ZENV,Zenvia Inc. - Class A Common Stock,Information Technology,資訊科技
ZEO,Zeo Energy Corporation - Class A Common Stock,Information Technology,資訊科技
ZEUS,"Olympic Steel, Inc. - Common Stock",Materials,原物料
ZG,"Zillow Group, Inc. - Class A Common Stock",Communication Services,通訊服務
ZI,ZoomInfo Technologies Inc. - Common Stock,Unclassified,未分類
ZIMV,ZimVie Inc. - Common Stock,Health Care,醫療保健
ZION,Zions Bancorporation N.A. - Common Stock,Financials,金融
ZM,"Zoom Communications, Inc. - Class A Common Stock",Information Technology,資訊科技
ZNTL,"Zentalis Pharmaceuticals, Inc. - common stock",Health Care,醫療保健
ZS,"Zscaler, Inc. - Common Stock",Information Technology,資訊科技
ZSPC,"zSpace, Inc. - Common stock",Information Technology,資訊科技
ZTEK,Zentek Ltd. - common stock,Health Care,醫療保健
ZUMZ,Zumiez Inc. - Common Stock,Consumer Discretionary,非必需消費
ZVRA,"Zevra Therapeutics, Inc.  - Common Stock",Health Care,醫療保健
ZVSA,"ZyVersa Therapeutics, Inc. - Common Stock",Health Care,醫療保健
ZXYZ.A,Nasdaq Symbology Test Common Stock,,
ZYME,Zymeworks Inc. - Common Stock,Health Care,醫療保健
ZYXI,"Zynex, Inc. - Common Stock",Health Care,醫療保健
A,"Agilent Technologies, Inc. Common Stock",Health Care,醫療保健
AA,Alcoa Corporation Common Stock ,Materials,原物料
AAMI,Acadian Asset Management Inc. Common Stock,Financials,金融
AAT,"American Assets Trust, Inc. Common Stock",Real Estate,房地產
ABBV,AbbVie Inc. Common Stock,Health Care,醫療保健
ABCB,Ameris Bancorp Common Stock,Financials,金融
ABG,Asbury Automotive Group Inc Common Stock,Consumer Discretionary,非必需消費
ABM,ABM Industries Incorporated Common Stock,Industrials,工業
ABR,Arbor Realty Trust Common Stock,Real Estate,房地產
ABT,Abbott Laboratories Common Stock,Health Care,醫療保健
AC,"Associated Capital Group, Inc. Common Stock",Financials,金融
ACA,"Arcosa, Inc. Common Stock ",Industrials,工業
ACCO,Acco Brands Corporation Common Stock,Industrials,工業
ACHR,Archer Aviation Inc. Class A Common Stock,Industrials,工業
ACHR.W,"Archer Aviation Inc. Redeemable Warrants, each whole warrant exercisable for one Class A common stock at an exercise price of $11.50",,
ACI,"Albertsons Companies, Inc. Class A Common Stock",Consumer Staples,必需消費
ACM,AECOM Common Stock,Industrials,工業
ACR,ACRES Commercial Realty Corp. Common Stock,Real Estate,房地產
ACRE,Ares Commercial Real Estate Corporation Common Stock,Real Estate,房地產
ACVA,ACV Auctions Inc. Class A Common Stock,Consumer Discretionary,非必需消費
ADC,Agree Realty Corporation Common Stock,Real Estate,房地產
ADT,ADT Inc. Common Stock,Industrials,工業
AEE,Ameren Corporation Common Stock,Utilities,公用事業
AEM,Agnico Eagle Mines Limited Common Stock,Materials,原物料
AEO,"American Eagle Outfitters, Inc. Common Stock",Consumer Discretionary,非必需消費
AES,The AES Corporation Common Stock,Utilities,公用事業
AESI,Atlas Energy Solutions Inc. Common Stock,Energy,能源
AFG,"American Financial Group, Inc. Common Stock",Financials,金融
AFL,AFLAC Incorporated Common Stock,Financials,金融
AGCO,AGCO Corporation Common Stock,Industrials,工業
AGL,"agilon health, inc. Common Stock",Health Care,醫療保健
AGM,Federal Agricultural Mortgage Corporation Common Stock,Financials,金融
AGM.A,Federal Agricultural Mortgage Corporation Common Stock,,
AGO,Assured Guaranty Ltd. Common Stock,Financials,金融
AGS,"PlayAGS, Inc. Common Stock",Consumer Discretionary,非必需消費
AGX,"Argan, Inc. Common Stock",Industrials,工業
AHH,"Armada Hoffler Properties, Inc. Common Stock",Real Estate,房地產
AHR,"American Healthcare REIT, Inc. Common Stock",Real Estate,房地產
AHT,Ashford Hospitality Trust Inc Common Stock,Real Estate,房地產
AI,"C3.ai, Inc. Class A Common Stock",Information Technology,資訊科技
AIG,"American International Group, Inc. New Common Stock",Financials,金融
AII,"American Integrity Insurance Group, Inc. Common Stock",Financials,金融
AIN,Albany International Corporation Common Stock,Consumer Discretionary,非必需消費
AIR,AAR Corp. Common Stock,Industrials,工業
AIT,"Applied Industrial Technologies, Inc. Common Stock",Industrials,工業
AIV,Apartment Investment and Management Company Common Stock,Real Estate,房地產
AIZ,"Assurant, Inc. Common Stock",Financials,金融
AJG,Arthur J. Gallagher & Co. Common Stock,Financials,金融
AKA,a.k.a. Brands Holding Corp. Common Stock,Consumer Discretionary,非必需消費
AKO.A,Embotelladora Andina S.A. Common Stock,,
AKO.B,Embotelladora Andina S.A. Common Stock,,
AKR,Acadia Realty Trust Common Stock,Real Estate,房地產
AL,Air Lease Corporation Class A Common Stock,Industrials,工業
ALB,Albemarle Corporation Common Stock,Materials,原物料
ALEX,"Alexander & Baldwin, Inc. Common Stock REIT Holding Company",Real Estate,房地產
ALG,"Alamo Group, Inc. Common Stock",Industrials,工業
ALIT,"Alight, Inc. Class A Common Stock",Information Technology,資訊科技
ALK,"Alaska Air Group, Inc. Common Stock",Industrials,工業
ALL,Allstate Corporation (The) Common Stock,Financials,金融
ALLY,Ally Financial Inc. Common Stock,Financials,金融
ALSN,"Allison Transmission Holdings, Inc. Common Stock",Consumer Discretionary,非必需消費
ALTG,Alta Equipment Group Inc. Class A Common Stock,Industrials,工業
ALUR,"Allurion Technologies, Inc. Common Stock",Health Care,醫療保健
ALUR.W,"Allurion Technologies, Inc. Warrants, each whole warrant exercisable to purchase 1.420455 shares of common stock at an exercise price of $8.10 per share of common stock",,
ALV,"Autoliv, Inc. Common Stock",Consumer Discretionary,非必需消費
ALX,"Alexander's, Inc. Common Stock",Real Estate,房地產
AM,Antero Midstream Corporation Common Stock,Energy,能源
AMBC,"Ambac Financial Group, Inc. Common Stock",Financials,金融
AMC,"AMC Entertainment Holdings, Inc. Class A Common Stock",Communication Services,通訊服務
AMG,"Affiliated Managers Group, Inc. Common Stock",Financials,金融
AMP,"Ameriprise Financial, Inc. Common Stock",Financials,金融
AMPX,"Amprius Technologies, Inc. Common Stock",Industrials,工業
AMPX.W,"Amprius Technologies, Inc. Warrants to purchase one share of Common Stock at an exercise price of $11.50 per share",,
AMPY,Amplify Energy Corp. Common Stock,Energy,能源
AMR,"Alpha Metallurgical Resources, Inc. Common Stock",Materials,原物料
AMRC,"Ameresco, Inc. Class A Common Stock",Industrials,工業
AMT,American Tower Corporation (REIT) Common Stock,Real Estate,房地產
AMTB,Amerant Bancorp Inc. Class A Common Stock,Financials,金融
AMTM,"Amentum Holdings, Inc. Common Stock",Industrials,工業
AMWL,American Well Corporation Class A Common Stock,Health Care,醫療保健
AN,"AutoNation, Inc. Common Stock",Consumer Discretionary,非必需消費
ANET,"Arista Networks, Inc. Common Stock",Information Technology,資訊科技
ANF,Abercrombie & Fitch Company Common Stock,Consumer Discretionary,非必需消費
ANRO,"Alto Neuroscience, Inc. Common Stock",Health Care,醫療保健
ANVS,"Annovis Bio, Inc. Common Stock",Health Care,醫療保健
AOMR,"Angel Oak Mortgage REIT, Inc. Common Stock",Real Estate,房地產
AORT,"Artivion, Inc. Common Stock",Health Care,醫療保健
AOS,A.O. Smith Corporation Common Stock,Industrials,工業
APAM,Artisan Partners Asset Management Inc. Class A Common Stock,Financials,金融
APD,"Air Products and Chemicals, Inc. Common Stock",Materials,原物料
APG,APi Group Corporation Common Stock,Industrials,工業
APH,Amphenol Corporation Common Stock,Information Technology,資訊科技
APO,"Apollo Global Management, Inc. (New) Common Stock",Financials,金融
AR,Antero Resources Corporation Common Stock,Energy,能源
ARDT,"Ardent Health Partners, Inc. Common Stock",Health Care,醫療保健
ARE,"Alexandria Real Estate Equities, Inc. Common Stock",Real Estate,房地產
ARES,Ares Management Corporation Class A Common Stock,Financials,金融
ARIS,"Aris Water Solutions, Inc. Class A Common Stock",Utilities,公用事業
ARL,"American Realty Investors, Inc. Common Stock",Real Estate,房地產
ARLO,"Arlo Technologies, Inc. Common Stock",Industrials,工業
ARMK,Aramark Common Stock,Industrials,工業
AROC,"Archrock, Inc. Common Stock",Energy,能源
ARW,"Arrow Electronics, Inc. Common Stock",Information Technology,資訊科技
ASAN,"Asana, Inc. Class A Common Stock",Information Technology,資訊科技
ASC,Ardmore Shipping Corporation Common Stock,Industrials,工業
ASGN,ASGN Incorporated Common Stock,Information Technology,資訊科技
ASH,Ashland Inc. Common Stock,Materials,原物料
ASIX,AdvanSix Inc. Common Stock ,Materials,原物料
ASPN,"Aspen Aerogels, Inc. Common Stock",Industrials,工業
ASR,"Grupo Aeroportuario del Sureste, S.A. de C.V. Common Stock",Industrials,工業
ATEN,"A10 Networks, Inc. Common Stock",Information Technology,資訊科技
ATGE,Adtalem Global Education Inc. Common Stock,Consumer Staples,必需消費
ATI,ATI Inc. Common Stock,Industrials,工業
ATKR,Atkore Inc. Common Stock,Industrials,工業
ATMU,Atmus Filtration Technologies Inc. Common Stock,Consumer Discretionary,非必需消費
ATO,Atmos Energy Corporation Common Stock,Utilities,公用事業
ATR,"AptarGroup, Inc. Common Stock",Health Care,醫療保健
ATUS,"Altice USA, Inc. Class A Common Stock",Communication Services,通訊服務
AUB,Atlantic Union Bankshares Corporation Common Stock,Financials,金融
AVA,Avista Corporation Common Stock,Utilities,公用事業
AVB,"AvalonBay Communities, Inc. Common Stock",Real Estate,房地產
AVD,American Vanguard Corporation Common Stock ($0.10 Par Value),Materials,原物料
AVNS,"Avanos Medical, Inc. Common Stock",Health Care,醫療保健
AVNT,Avient Corporation Common Stock,Materials,原物料
AVTR,"Avantor, Inc. Common Stock",Health Care,醫療保健
AVY,Avery Dennison Corporation Common Stock,Consumer Discretionary,非必需消費
AWI,Armstrong World Industries Inc Common Stock,Industrials,工業
AWK,"American Water Works Company, Inc. Common Stock",Utilities,公用事業
AWR,American States Water Company Common Stock,Utilities,公用事業
AX,"Axos Financial, Inc. Common Stock",Financials,金融
AXL,"American Axle & Manufacturing Holdings, Inc. Common Stock",Consumer Discretionary,非必需消費
AXP,American Express Company Common Stock,Financials,金融
AXR,AMREP Corporation Common Stock,Real Estate,房地產
AXS,Axis Capital Holdings Limited Common Stock,Financials,金融
AYI,Acuity Inc. Common Stock,Industrials,工業
AZEK,The AZEK Company Inc. Class A Common Stock,Industrials,工業
AZO,"AutoZone, Inc. Common Stock",Consumer Discretionary,非必需消費
BA,Boeing Company (The) Common Stock,Industrials,工業
BAC,Bank of America Corporation Common Stock,Financials,金融
BAH,Booz Allen Hamilton Holding Corporation Common Stock,Industrials,工業
BALL,Ball Corporation Common Stock,Consumer Discretionary,非必需消費
BALY,Bally's Corporation Common Stock,Consumer Discretionary,非必需消費
BANC,"Banc of California, Inc. Common Stock",Financials,金融
BAP,Credicorp Ltd. Common Stock,Financials,金融
BARK,"BARK, Inc. Class A Common Stock",Consumer Discretionary,非必需消費
BARK.W,"BARK, Inc. Redeemable Warrants, each whole warrant exercisable for shares of Common Stock at an exercise price of $11.50 per share",,
BAX,Baxter International Inc. Common Stock,Health Care,醫療保健
BB,BlackBerry Limited Common Stock,Information Technology,資訊科技
BBAI,"BigBear.ai, Inc. Common Stock",Information Technology,資訊科技
BBAI.W,"BigBear.ai, Inc. Redeemable Warrants, each exercisable for one share of Common Stock at an exercise price of $11.50 per share",,
BBDC,"Barings BDC, Inc. Common Stock",Financials,金融
BBVA,Banco Bilbao Vizcaya Argentaria S.A. Common Stock,Financials,金融
BBY,"Best Buy Co., Inc. Common Stock",Consumer Discretionary,非必需消費
BC,Brunswick Corporation Common Stock,Consumer Discretionary,非必需消費
BCC,"Boise Cascade, L.L.C. Common Stock",Materials,原物料
BCE,"BCE, Inc. Common Stock",Communication Services,通訊服務
BCO,Brinks Company (The) Common Stock,Industrials,工業
BCS,Barclays PLC Common Stock,Financials,金融
BCSF,"Bain Capital Specialty Finance, Inc. Common Stock",Financials,金融
BDC,Belden Inc Common Stock,Information Technology,資訊科技
BDN,Brandywine Realty Trust Common Stock,Real Estate,房地產
BDX,"Becton, Dickinson and Company Common Stock",Health Care,醫療保健
BE,Bloom Energy Corporation Class A Common Stock,Industrials,工業
BEN,"Franklin Resources, Inc. Common Stock",Financials,金融
BF.A,Brown Forman Inc Class A Common Stock,Unclassified,未分類
BF.B,Brown Forman Inc Class B Common Stock,Unclassified,未分類
BFAM,Bright Horizons Family Solutions Inc. Common Stock,Consumer Discretionary,非必需消費
BFH,"Bread Financial Holdings, Inc. Common Stock",Financials,金融
BFLY,"Butterfly Network, Inc. Class A Common Stock",Health Care,醫療保健
BFS,"Saul Centers, Inc. Common Stock",Real Estate,房地產
BGS,"B&G Foods, Inc. Common Stock",Consumer Staples,必需消費
BGSF,"BGSF, Inc. Common Stock",Industrials,工業
BH,Biglari Holdings Inc. Class B Common Stock,Consumer Discretionary,非必需消費
BH.A,Biglari Holdings Inc. Class A Common Stock,,
BHC,Bausch Health Companies Inc. Common Stock,Health Care,醫療保健
BHE,"Benchmark Electronics, Inc. Common Stock",Information Technology,資訊科技
BHLB,"Berkshire Hills Bancorp, Inc. Common Stock",Financials,金融
BHR,Braemar Hotels & Resorts Inc. Common Stock,Real Estate,房地產
BILL,"BILL Holdings, Inc. Common Stock",Information Technology,資訊科技
BJ,"BJ's Wholesale Club Holdings, Inc. Common Stock",Consumer Staples,必需消費
BK,The Bank of New York Mellon Corporation Common Stock,Financials,金融
BKD,Brookdale Senior Living Inc. Common Stock,Health Care,醫療保健
BKE,"Buckle, Inc. (The) Common Stock",Consumer Discretionary,非必需消費
BKH,Black Hills Corporation Common Stock,Utilities,公用事業
BKKT,"Bakkt Holdings, Inc. Class A Common Stock",Information Technology,資訊科技
BKSY,BlackSky Technology Inc. Class A Common Stock,Industrials,工業
BKSY.W,"BlackSky Technology Inc. Redeemable Warrants, each whole Warrant exercisable for one share of Class A Common Stock",,
BKU,"BankUnited, Inc. Common Stock",Financials,金融
BKV,BKV Corporation Common Stock,Energy,能源
BLD,TopBuild Corp. Common Stock,Industrials,工業
BLDR,"Builders FirstSource, Inc. Common Stock",Industrials,工業
BLK,"BlackRock, Inc. Common Stock",Financials,金融
BLND,"Blend Labs, Inc. Class A Common Stock",Information Technology,資訊科技
BMI,"Badger Meter, Inc. Common Stock",Information Technology,資訊科技
